year,month,u10,v10,mx2t,mn2t,tcc,t2,msl,t,q,u,v,z,SPI,grid_ID
1995,5,-0.263046403,0.485322071,291.866082,284.5357883,0.570546022,288.34204,102097.184,285.3737409,0.006914095,-2.43187951,-1.209448311,1560.777381,1.618860355,388
1995,6,0.229297546,0.348369144,289.5911204,281.3826192,0.495288782,285.4150747,102242.6797,282.6443125,0.005529839,-2.097173062,-1.31232522,1654.565523,-0.114101565,388
1995,7,1.557760233,0.178533767,288.0517175,278.8478758,0.437670529,283.4258226,101827.129,280.7963847,0.00427065,-0.399864431,-1.346373314,1294.083309,-0.681016397,388
1995,8,-0.211551267,0.1538635,294.5189711,282.4692314,0.226333122,288.5703932,102453.7056,284.8506873,0.00489481,-2.852767194,-2.361983753,1856.554235,-1.870012087,388
1995,9,-0.206190326,0.382752155,295.361674,283.7951487,0.332844817,289.8856425,101786.3799,285.7323608,0.00482855,-2.515610807,-2.10203631,1270.139749,0.544291422,388
1996,1,-1.007951441,-0.17067225,305.2476757,294.2914064,0.369985976,300.1947494,100870.2487,296.158781,0.00936384,-3.025666778,-3.030721926,549.5990358,0.994163734,388
1996,10,-0.779304553,0.385666811,298.544027,286.8034747,0.287941361,293.0978886,101845.2245,288.2833301,0.006017099,-3.56334207,-2.486206385,1348.162702,0.722855236,388
1996,11,0.368763294,1.234727769,301.8903259,289.344517,0.360424876,296.0587799,101069.249,291.6960429,0.005031604,-2.092362873,-1.556953252,685.9082121,-0.490183087,388
1996,12,-1.298857849,-0.008004256,304.9043274,293.0510392,0.337577191,299.3769118,100998.9297,294.487919,0.007122991,-3.335493242,-3.082016497,652.7031991,0.711374832,388
1996,2,-1.231874768,0.777909894,304.1276445,292.2970013,0.38751423,298.4470467,101215.1802,293.5792321,0.006097392,-3.43320603,-2.071132707,814.9901923,-0.814432791,388
1996,3,-1.723438299,0.502189454,302.8019872,291.6517068,0.258615343,297.6107591,101574.3334,292.7679995,0.006541393,-3.514028763,-2.480387874,1137.506674,-1.661856848,388
1996,4,-0.069138808,1.584827952,297.1517141,285.6272217,0.289761037,291.4913208,101755.787,287.542923,0.005160399,-1.767811288,-0.421249371,1293.101548,0.498535407,388
1996,5,-1.101542426,1.708703234,292.7138544,283.7688402,0.307022147,288.188828,102219.7697,285.407261,0.007084508,-3.226602056,0.41065887,1670.660133,1.476638297,388
1996,6,0.070048043,0.103922218,290.3049581,282.1544973,0.588744418,285.8895844,102007.193,283.4493785,0.006226653,-2.277999867,-1.785708329,1480.216609,0.405068827,388
1996,7,1.006495985,-0.285286969,287.7549685,279.8208254,0.604894746,283.7555867,101651.3269,281.625188,0.005199327,-0.827517206,-1.966603173,1157.988049,0.932425341,388
1996,8,0.807406005,0.62105411,290.7417514,280.0001142,0.398329509,285.2725259,101884.3105,282.5697425,0.00473384,-1.262495268,-1.396151645,1359.558444,0.846532207,388
1996,9,1.301975309,-0.677772826,295.2118195,282.85183,0.240140494,289.1027913,101170.457,285.851358,0.004607019,-0.812029564,-3.344361322,719.2619434,0.567364629,388
1997,1,-2.340224784,-0.471557831,304.127467,294.4345368,0.507812593,299.5038738,101383.0605,294.9290703,0.008391518,-4.195296424,-3.412107017,974.4095046,0.75061221,388
1997,10,-0.106900876,0.332507255,300.3421641,288.2052081,0.393113013,294.1634138,101816.5542,289.5854561,0.005028732,-2.665493227,-2.443740537,1299.07667,0.338191463,388
1997,11,0.439964663,-0.009448889,305.7631805,293.3813405,0.398890396,299.8320852,101437.0755,295.1829997,0.006102792,-2.120458521,-2.824002269,1019.839886,0.263839333,388
1997,12,-0.629045052,-0.031187783,307.3922818,295.1911434,0.335132168,301.1806788,101129.497,297.38974,0.007747376,-2.981664661,-2.8702133,739.1047097,1.01130387,388
1997,2,-1.376743588,-0.118066857,305.9102249,295.5552793,0.370392538,301.4841145,100990.1323,297.2440796,0.010904954,-3.009498753,-2.3435192,662.8257983,0.825162063,388
1997,3,-0.642024799,1.350677207,302.9723934,291.1624155,0.173492431,297.227544,101361.7334,292.7724924,0.006751251,-2.260411675,-0.845862122,968.0900193,-0.056391871,388
1997,4,-0.514020934,1.091231163,299.9774811,286.8575745,0.220158448,293.1117188,102116.488,289.3052429,0.005127338,-3.122412001,-1.28271696,1605.334412,-1.229697626,388
1997,5,-0.547741428,0.920363318,293.2191605,284.3679544,0.527926811,288.4150361,101955.9491,285.5280053,0.00660214,-2.442484922,-0.623393551,1466.093728,0.676942226,388
1997,6,-0.772258867,0.870229747,290.0310343,280.1818614,0.338794453,284.3841777,102515.7852,282.2542572,0.0052883,-3.439406767,-0.800370742,1906.910726,-0.073321761,388
1997,7,-0.414096753,1.57006288,289.4728295,278.1309431,0.212402856,283.0702101,102630.687,280.2558869,0.004108183,-2.751111647,0.300374491,1973.79754,-0.691210454,388
1997,8,-0.025227317,0.380966536,291.7521156,279.8496291,0.272345888,285.4481802,102254.0864,282.3893472,0.00393922,-2.79083727,-1.639591534,1668.512932,-0.234324027,388
1997,9,0.058888793,0.7239699,295.6507589,283.6862783,0.320919965,289.5978231,101942.5779,285.5887329,0.005319973,-2.850837745,-1.856033504,1407.82465,0.847554693,388
1998,1,-1.434937933,-0.345926965,307.1490469,296.2820897,0.378131397,301.8296351,101155.844,297.7744948,0.009458283,-3.467336253,-3.019006396,781.7488886,0.556437138,388
1998,10,0.024034571,0.528372603,297.3719788,285.7718083,0.416579503,291.5231067,101507.588,287.8968417,0.005673636,-2.106373797,-1.981579577,1058.669615,0.237875437,388
1998,11,-1.456818431,0.840096833,300.7170685,289.0402049,0.369878707,295.0630463,101285.35,290.632843,0.006745491,-3.544098792,-1.964040759,873.8289597,0.374517547,388
1998,12,-0.801162072,0.484243979,306.0893496,293.8977641,0.305308891,300.1817716,101051.2676,295.5603017,0.006202196,-2.764518479,-2.616977566,670.9246169,-1.038739821,388
1998,2,-1.079709356,0.479554065,306.6963763,294.9477844,0.315815372,300.8113458,101516.6345,296.5325601,0.007977784,-3.037637072,-2.296654696,1089.560505,0.570930898,388
1998,3,-1.023812914,1.025514937,306.1234977,294.0440595,0.18289166,299.9950089,101596.8281,295.2949268,0.006257898,-2.84476573,-1.555982203,1153.952576,-1.86849236,388
1998,4,-0.303177518,0.715838433,298.0234029,288.2078522,0.547860136,292.8961233,101954.1607,289.7164775,0.006020253,-2.512464662,-1.854528762,1452.655235,1.229971046,388
1998,5,-0.385193479,1.442527196,292.3620064,282.7358733,0.485066983,287.1742504,102168.8301,285.0868324,0.00629897,-2.538415805,-0.241770157,1623.187266,-0.081120931,388
1998,6,0.542535775,0.654458513,289.9393138,280.6627563,0.478605567,284.5748322,102034.6266,282.3836487,0.005578479,-1.533292669,-1.2918529,1484.410988,1.021879042,388
1998,7,0.52802972,0.177413014,287.7248299,280.0056221,0.620206444,283.4875026,102150.901,281.0958577,0.005387982,-2.11436979,-1.470410497,1560.879935,2.211427937,388
1998,8,-1.011845394,0.511960777,291.1563199,282.0330742,0.383071929,286.574837,102134.9194,283.5624006,0.006269643,-3.474524101,-1.613357046,1585.16602,1.710592302,388
1998,9,-0.808777206,-0.373287496,294.3445994,284.7804525,0.416065239,289.5995107,102011.3258,286.2930786,0.007119741,-3.099391422,-3.179267609,1486.541028,1.77144083,388
1999,1,-2.114877141,-0.524420266,307.1562067,296.6477956,0.352980407,302.0685395,100797.4453,297.8174261,0.010170505,-4.102744714,-3.254303334,485.741636,0.531784161,388
1999,10,-0.42429209,0.318276437,299.5792797,287.9040754,0.431663383,293.8292945,101550.4526,289.6113941,0.006724352,-2.701554568,-2.558425086,1092.853021,2.081441048,388
1999,11,-1.342984216,0.02422962,297.6441416,287.2675537,0.491306214,293.0494741,101486.949,288.9702484,0.006123756,-3.647061423,-2.761171397,1050.017894,0.981750966,388
1999,12,-1.028768514,-0.439114559,301.4307625,291.2928359,0.471604508,296.7634238,101218.7916,292.4750002,0.007003276,-2.774615617,-3.066063129,847.1203904,0.8592062,388
1999,2,-2.605207565,1.132812863,302.9582857,293.4575599,0.419821339,298.2691879,101080.7486,294.732411,0.008566731,-4.39084162,-1.109469374,743.0446309,0.450656333,388
1999,3,-1.175417576,0.354324107,302.074522,291.5883504,0.386521942,296.702616,101484.9408,293.0810931,0.008898083,-3.013279567,-1.903291671,1074.457188,1.205545224,388
1999,4,-0.924065231,1.980977393,295.2183685,284.7324565,0.27328493,289.6056315,101978.3794,286.4290049,0.006450667,-3.125716036,0.436608722,1485.226233,0.905132378,388
1999,5,-0.871168553,0.62143573,294.6202048,284.1551336,0.449258805,288.5132033,102147.4635,285.9781091,0.006201606,-3.431063858,-1.579739793,1621.193731,-0.714654727,388
1999,6,-0.481083075,0.606074187,289.8586812,280.7787028,0.349694144,284.7134491,102286.6018,282.4236837,0.005543721,-3.427034427,-1.188287065,1705.228652,1.124444291,388
1999,7,-0.35856654,1.277919134,289.5555066,280.0007866,0.383065858,284.4593585,102230.3523,282.0737255,0.005308403,-2.674706322,-0.375693871,1673.529905,-0.496801925,388
1999,8,-0.612837534,0.352198181,291.9636742,280.5489955,0.240432649,285.7944621,102369.1933,282.6189565,0.004622624,-3.486228122,-2.028187323,1751.326751,0.354700391,388
1999,9,-0.925054976,-0.885778021,296.5433085,284.7805583,0.362710813,290.5981059,101975.0987,286.5424591,0.005065978,-3.472747259,-3.639668488,1443.661434,0.158072278,388
2000,1,-1.077307325,1.04795625,304.7340521,292.6503719,0.338913505,299.1696718,101077.3427,294.1332151,0.006520786,-3.183743582,-1.582965148,698.7854747,-0.522281597,388
2000,10,-0.552566194,0.149077061,297.716976,286.7586325,0.448592409,292.464003,101527.5892,288.4728846,0.005680547,-2.837620186,-2.437701408,1082.129964,1.636363382,388
2000,11,-1.623708991,-0.859932437,299.5577504,290.2696899,0.569657091,295.5428823,101156.6568,292.1938527,0.009394713,-3.267084676,-3.092087227,800.6805186,2.168295151,388
2000,12,-1.022166079,0.544335504,306.0395508,293.2954397,0.264086479,299.9418463,101050.1424,295.6220802,0.006462728,-2.965125752,-2.295629948,688.509805,-1.534639072,388
2000,2,-2.815393108,-1.614684657,303.979146,294.1396053,0.374658526,299.5617171,101489.9803,295.0030265,0.008114032,-4.466088731,-4.454750616,1084.032775,0.876123882,388
2000,3,-1.49555048,0.301066602,301.3058718,292.6476952,0.463146759,297.1474176,101517.4501,293.9557318,0.010605214,-3.021437293,-1.941513088,1120.816534,2.33903734,388
2000,4,-1.814547162,0.781495059,297.1378713,288.0063802,0.52094119,292.0657786,101983.2357,289.0815796,0.008005865,-4.289518847,-1.563999553,1493.317181,0.701553967,388
2000,5,0.176008279,1.170470719,291.3174488,282.6883269,0.386585408,286.7085886,102131.3191,284.3141164,0.006118108,-2.03107598,-0.280986031,1589.804613,1.473930529,388
2000,6,0.116476943,1.067403754,288.5120636,279.0473765,0.418639541,283.1318868,102449.0195,281.2586263,0.004906351,-2.469092434,-0.379858118,1837.468683,-0.714263411,388
2000,7,0.03423216,0.097228183,289.3893265,278.8462485,0.328664685,283.4126971,101979.9725,281.3248714,0.004870547,-2.198529126,-1.788581019,1455.803581,-0.328424597,388
2000,8,0.372658442,-0.172762055,290.822939,279.8347188,0.361504583,285.1019533,101759.8944,282.800799,0.004566208,-2.356789956,-2.566475501,1260.784223,0.249156461,388
2000,9,0.880219424,0.27473789,299.5071706,284.6618408,0.178261803,291.889743,101587.2695,287.5895213,0.004558593,-2.171678664,-3.045575894,1081.222398,-0.974492264,388
2001,1,-1.845230976,-0.132930511,309.4555684,296.7510504,0.225173722,303.2366845,101102.7946,298.4689951,0.007148424,-3.850897131,-3.043327956,731.1378134,-0.020123666,388
2001,10,1.374320672,0.335843379,298.2645628,285.2579956,0.316364306,292.0315581,101301.0917,288.4608528,0.004471762,-1.185888911,-2.14157004,867.9341539,0.36545034,388
2001,11,0.113406514,0.13100433,301.8585602,289.67883,0.445711979,295.9563253,101209.5357,291.0720876,0.005288751,-2.251698009,-2.808746042,792.9467349,-0.227164973,388
2001,12,1.286836903,0.31334416,306.3476129,293.3452188,0.38955362,300.2175382,100731.3135,296.2586936,0.004696066,-1.572493224,-2.861951601,404.2025803,-1.12519995,388
2001,2,-2.536534699,-0.143544845,307.5189503,296.2194094,0.353950335,302.1242501,101142.5324,297.5062256,0.008874541,-4.408384783,-2.68003878,759.7431455,-1.539008991,388
2001,3,-1.553269915,1.31297727,301.6128786,290.7271187,0.257485464,296.0800821,101423.9955,292.1337743,0.007433568,-3.527255181,-0.813337056,999.406253,0.684448485,388
2001,4,-1.246156745,0.413620821,299.3819478,287.5019938,0.239217892,293.0683085,101926.1096,289.3269165,0.00573586,-3.530447702,-2.435288577,1440.983262,0.230809075,388
2001,5,0.383131998,1.463871014,292.7768663,281.7740223,0.270790536,286.6383106,101837.7089,283.9929829,0.00532304,-1.1720879,0.174457038,1355.379397,-0.827414422,388
2001,6,-0.609112156,0.704125415,290.8655263,280.1492533,0.343436787,284.8214966,102381.9893,282.666095,0.005466272,-2.86389617,-1.046615989,1813.129142,0.238592603,388
2001,7,0.487742184,1.177517458,289.1095542,279.1760835,0.438832057,283.605516,102072.2324,281.2608761,0.004934993,-1.361104374,-0.294057412,1549.01037,0.413066793,388
2001,8,1.057551801,0.402423052,291.4237484,279.6949926,0.224569591,285.158593,101790.9173,282.4480807,0.003893469,-1.440804972,-1.996748306,1273.351475,-1.062375271,388
2001,9,-0.454722482,-0.546461081,296.5558238,284.6018962,0.346237278,290.4496114,101856.1768,286.590035,0.004842292,-2.997840497,-3.539391743,1327.177863,-0.177694727,388
2002,1,-0.520389023,0.781800745,308.2475881,295.0659426,0.34000758,301.9095223,100881.5479,296.7477958,0.005540469,-2.937848455,-2.103037174,525.5878416,-0.806999134,388
2002,10,0.374126562,0.380428225,302.3828145,287.9431901,0.128493009,295.2679237,101308.4332,290.8520744,0.003432799,-2.185720023,-2.541729411,858.1715095,-2.045925614,388
2002,11,-0.606311668,0.247625214,307.8365987,294.1999674,0.334685101,301.3037221,101418.7786,296.0423848,0.004424752,-3.101785277,-2.86919843,996.1370667,-1.657973035,388
2002,12,-0.553740946,0.179064121,307.4392415,293.9002282,0.318634013,300.9465539,101227.1484,295.7360594,0.004631781,-3.098354249,-2.713914355,809.6090698,-0.299403417,388
2002,2,-0.789285208,1.120254003,305.0454178,294.0118081,0.474516767,299.5377077,101027.4453,295.2581842,0.008328055,-2.648535141,-1.951039122,663.6530282,0.560222369,388
2002,3,-1.335882776,0.822050901,304.2628253,291.8934021,0.207135071,298.1192804,101405.1807,293.967737,0.006582636,-3.529104605,-1.983719683,983.3087483,-0.322030663,388
2002,4,-1.362442714,0.512329064,300.5449585,288.8554677,0.339043514,294.4272715,101883.1771,290.8754476,0.006979589,-3.543216707,-1.999272274,1414.015556,0.082160404,388
2002,5,-0.121478653,1.164489591,293.9514475,282.7411981,0.300945446,287.6363614,102010.036,284.8644291,0.005063315,-2.300504309,-0.785568323,1489.919068,-1.213692036,388
2002,6,0.449583448,0.791265742,291.2195821,279.8195058,0.282270752,284.7104431,102109.3917,282.9004781,0.004626443,-1.86679745,-0.961931947,1547.733366,-0.914060011,388
2002,7,0.317218968,0.371914057,291.1439573,277.7869273,0.140505481,283.8925565,102187.9103,281.5323604,0.003076804,-1.943823589,-1.780834751,1603.418427,-2.01786574,388
2002,8,-0.180314516,0.317688801,293.6622118,280.9096719,0.182987747,286.8797706,102099.0386,283.584514,0.003698965,-2.963072567,-2.269693086,1541.523879,-0.218404705,388
2002,9,0.576671673,-0.113747519,297.3797892,284.0065918,0.204799121,290.6494202,101689.5417,287.204069,0.00405915,-2.074012588,-2.488247566,1181.694883,0.216392639,388
2003,1,-1.782618697,0.219473847,309.7346004,296.2544546,0.11205479,303.2836993,101237.6497,297.5961776,0.005281929,-3.895340043,-3.108372353,824.2934497,-1.039794814,388
2003,10,0.373321438,0.463484098,298.3196116,285.8837103,0.313988661,292.1415327,101375.909,287.7117083,0.004688012,-2.398364584,-2.840250849,914.5172588,-0.204333531,388
2003,11,-1.338550224,0.243672005,303.8070974,291.0486816,0.265475331,297.6266652,101519.3552,292.3941996,0.005336028,-3.698659273,-3.116918936,1059.664775,-0.838923731,388
2003,12,-1.07459135,-0.221777189,308.3272233,295.3758919,0.402130124,302.2250917,101020.4927,297.1284583,0.00624527,-3.289401508,-3.019885863,640.9015911,-0.419001227,388
2003,2,-1.946632999,-0.524765492,306.1612549,295.9040364,0.475191697,301.2335161,101160.0025,297.0158833,0.009256165,-3.957707618,-3.008609731,786.3599069,0.663976213,388
2003,3,-1.235019219,1.099558006,302.8177638,290.687877,0.223712127,296.9098265,101410.5154,292.2259206,0.005943357,-3.026389837,-1.444722576,984.7451113,-1.22773524,388
2003,4,-1.808982123,0.97438682,297.9354207,287.2853658,0.327747422,292.3739594,101879.0938,288.8296926,0.006849027,-4.024296218,-0.659909991,1401.721232,0.982645353,388
2003,5,-0.875573408,0.808094549,294.0864878,284.1028354,0.343804402,288.6691264,102075.4027,285.8582065,0.005912275,-3.434054287,-0.670395999,1558.335914,-0.459952407,388
2003,6,0.577751218,0.035208635,291.1920949,280.7484731,0.381024018,285.3001394,101994.4716,283.2868337,0.005365922,-1.331919181,-1.491372775,1479.079139,-0.011031696,388
2003,7,-0.202333489,-0.174183196,289.9529911,279.1924665,0.284052035,284.1201123,102351.8624,281.8492451,0.004956346,-2.452909511,-2.608028443,1749.05527,0.05569805,388
2003,8,0.098637678,-0.14694314,291.7958817,280.3715555,0.396425103,285.9799864,101946.5532,282.624178,0.00464403,-2.25939591,-2.698117977,1387.4884,1.270776929,388
2003,9,1.047947499,0.38285121,297.474235,284.0879283,0.18104545,290.6543579,101560.494,287.1471456,0.003781823,-1.50045886,-1.897606306,1085.207061,-1.11642821,388
2004,1,-0.027890691,-0.240451268,307.4712761,295.0713855,0.355061144,301.5467894,100832.0502,297.2114927,0.007693047,-2.509850481,-2.761285733,494.7377127,1.174209774,388
2004,10,-0.274979503,1.101897386,301.6158782,288.3085514,0.276896633,294.9374527,101562.8311,290.2367327,0.004467995,-2.747676834,-2.161730136,1089.671091,-2.066295242,388
2004,11,-0.06920317,-0.066519454,303.1369222,290.2205465,0.246574703,297.008021,101395.0729,292.3469065,0.005264356,-2.754930296,-2.943206633,949.2366186,0.459641284,388
2004,12,-0.974271118,0.047148085,305.3212526,292.4786869,0.301512877,298.7441327,101028.8508,294.0922655,0.006753303,-3.24591371,-2.88075051,641.4058705,1.067903435,388
2004,2,-0.237175028,-0.276765302,308.65796,296.387407,0.311610532,302.5969596,100949.7977,298.5103928,0.007854259,-2.542323021,-2.660250486,600.2573099,0.149307727,388
2004,3,-1.569610284,0.534176746,303.3696141,291.5203631,0.233959854,297.3086823,101394.533,293.5610903,0.007906637,-3.415963383,-2.202969993,983.343702,0.889287355,388
2004,4,-0.827173008,0.733475861,300.4648956,288.202774,0.237640344,293.9090352,101911.1206,289.9979869,0.00546277,-3.184369044,-1.956167619,1415.86308,0.518803211,388
2004,5,0.068927925,1.246498908,292.7974519,281.2743491,0.332916561,286.4588052,102037.2225,283.9283063,0.004814132,-1.953858533,-0.450816918,1514.785741,-0.089455617,388
2004,6,0.541589482,0.053946603,290.4072225,280.303658,0.352027391,284.6972727,102212.7294,282.3816172,0.005154197,-1.544042722,-2.170155832,1624.938072,-0.397205118,388
2004,7,0.157874147,1.4098098,289.608553,278.7366175,0.364848945,283.5432336,102269.631,280.9358048,0.004260181,-2.028953064,0.044009529,1700.800923,-0.398388749,388
2004,8,1.204863995,-0.006162052,292.2957783,280.5895179,0.296490658,286.1163694,101676.6058,283.2607058,0.003903792,-1.140538892,-2.362784998,1191.073564,0.142769623,388
2004,9,-0.059625956,0.461027504,296.296993,283.2897797,0.249529819,289.8645945,101961.3294,285.9201548,0.004356295,-2.525065879,-2.067828376,1417.964992,0.089269691,388
2005,1,-1.396855707,0.220512599,308.3678343,295.6263585,0.234326566,302.2031358,100948.8957,297.1944373,0.006491058,-3.634036526,-2.631700454,575.7578596,-0.477731587,388
2005,10,-0.743128602,0.177108897,300.9936789,288.4529537,0.416622169,294.6327633,101304.3634,291.1805804,0.00555223,-3.113955704,-2.82659085,887.9624629,0.927336737,388
2005,11,-1.402168716,0.027417887,303.7713348,291.3604319,0.343665716,297.77913,101216.0583,293.1574829,0.006577621,-3.744284711,-3.016042125,796.1851349,0.269720703,388
2005,12,0.666305918,0.132348133,309.897392,295.3761862,0.232783984,302.9521927,100860.1467,298.5277582,0.003967896,-2.224723431,-2.998745738,507.4293261,-1.328895213,388
2005,2,-0.206297203,0.04164451,307.8195779,294.3487723,0.191207351,301.1399264,100987.7073,296.7681983,0.005472663,-2.663214376,-3.179685108,609.9187622,-1.431870941,388
2005,3,-1.544004942,0.915546703,303.4879662,291.1510029,0.24635341,297.2460632,101572.8884,292.6543166,0.005473265,-3.55945428,-1.945221941,1125.358471,-0.838407122,388
2005,4,-1.779543401,-0.132834893,302.8637441,290.8012187,0.20240755,296.6106771,102028.7307,292.4493693,0.006059629,-4.300415184,-3.129702106,1540.230709,-1.28396028,388
2005,5,-0.571175855,1.6328777,294.8789072,283.4977102,0.334959524,288.5050571,102088.2833,285.9645031,0.005244575,-2.66695911,-0.097681728,1573.850208,-0.149973206,388
2005,6,-0.207684643,-1.006939147,291.0892609,282.2963155,0.531485606,286.2699758,101838.1857,284.1959239,0.005819204,-2.471244037,-2.888439625,1349.333074,2.296782724,388
2005,7,0.039206876,0.362759099,289.7832455,280.4744007,0.302455173,284.9815812,102347.7301,282.6340125,0.005301791,-2.828623592,-1.784968692,1750.694826,-0.89299595,388
2005,8,-0.217436598,0.199950061,292.0112541,280.1940554,0.230897813,285.7517011,102331.8198,282.5804886,0.004274024,-2.88280701,-2.48907443,1714.083677,0.149508831,388
2005,9,0.015329645,0.167761051,295.5386841,283.8320892,0.325595719,289.2134816,101625.0237,285.6188517,0.005265735,-2.459706262,-2.500057934,1150.068377,1.11460919,388
2006,1,-2.003630774,-0.573599862,310.3904704,298.6476332,0.333495837,304.5445468,100903.5938,299.6385951,0.008663731,-4.099029264,-3.08976652,551.3673489,-0.401402696,388
2006,10,-0.901539184,0.482902919,303.2630851,289.9130997,0.20874134,296.3779632,101929.6111,291.0853754,0.003898321,-4.077306447,-3.569785673,1411.739222,-1.836629454,388
2006,11,-0.485113518,0.31770861,305.8414276,292.2558502,0.315839246,299.3267365,101266.4813,294.3151245,0.004651979,-3.093205859,-2.882622857,831.187646,-0.496518328,388
2006,12,-1.418230378,-0.489916111,306.2550098,294.4314172,0.453519574,300.341154,101452.996,295.5034721,0.005376339,-3.735022931,-3.991832986,1023.939908,-0.256456274,388
2006,2,-1.712821488,-0.012955483,309.5560052,297.1665442,0.293874679,303.2877426,101144.3744,298.3860081,0.007396071,-3.711184353,-3.212867226,741.1436743,-0.481850869,388
2006,3,-2.089594842,0.154320813,304.5589836,293.1974802,0.373460222,298.8180276,101481.8112,294.6622728,0.006883071,-4.136424149,-2.329272514,1064.272374,0.366102645,388
2006,4,-0.123992534,1.17646045,297.7328939,285.945576,0.246716964,291.3950521,101566.4344,288.2477183,0.005197756,-1.933532317,-0.600584276,1130.806653,-0.013605543,388
2006,5,0.241857611,1.572294719,293.4880115,280.556804,0.126700773,286.3050025,102071.9748,283.5435318,0.004270958,-1.717134588,0.017449773,1545.30121,-3.181042793,388
2006,6,-0.542691945,1.251035796,289.4551076,279.2037425,0.29959847,283.595693,102448.9701,281.3825338,0.004798044,-3.411253038,-0.434239233,1836.627059,1.04445257,388
2006,7,-0.281888851,0.499001993,289.3135593,279.2717344,0.329374192,283.9081825,102244.6925,281.3742479,0.005109536,-2.674817173,-1.248129409,1661.068151,0.820621189,388
2006,8,-0.392647745,1.356018707,292.9636093,280.1057277,0.136074811,286.15796,102265.2077,283.0025399,0.004034118,-2.780371992,-0.727258096,1688.448581,-0.855939076,388
2006,9,-0.202852269,0.830449682,298.1126129,284.5276093,0.202934651,291.1593597,102043.5867,286.9797139,0.003912013,-3.32466889,-2.55092966,1496.463324,-0.357356254,388
2007,1,-1.338773315,-0.399206561,307.5329127,295.9093904,0.332155605,301.7363498,101025.6749,297.3909016,0.0072483,-3.496050227,-3.429128547,645.9015085,0.292053404,388
2007,10,-0.060399387,0.04758767,302.8853868,289.1120714,0.26464267,295.9140162,101378.2979,291.6112513,0.0039364,-2.839359526,-2.87123748,934.5375991,-0.365772189,388
2007,11,-1.694045359,-0.30963274,301.9462392,291.5250509,0.559727349,296.8767944,101385.9508,292.5460164,0.006949788,-3.689613671,-3.010875344,965.0566386,0.656860237,388
2007,12,-1.892407357,0.008928285,303.3635864,292.837106,0.430333458,298.2637733,101134.2041,294.1121639,0.009588408,-3.723583997,-2.945334415,754.2748831,1.474139088,388
2007,2,-1.865526948,-0.495758422,307.8340868,296.3170853,0.264379547,302.0218604,101233.4431,297.5153275,0.008134358,-3.912817253,-3.754036851,829.9918511,0.216087466,388
2007,3,-1.733254277,-0.143063015,305.2199235,293.8065934,0.372545908,299.2976793,101280.0469,295.3515458,0.007293301,-3.801456405,-3.052816901,872.9408161,0.166200386,388
2007,4,-0.940611407,0.692927453,300.4206665,288.7087504,0.314428676,294.3416514,101848.5729,290.3872711,0.005256645,-3.571369656,-1.667405508,1375.770534,0.149098656,388
2007,5,-0.784466918,-0.054873355,295.8391783,285.3279508,0.34368203,290.1685949,102074.7067,287.3156551,0.006523461,-3.227056085,-2.319022288,1554.877353,0.690291021,388
2007,6,1.386606772,1.985578818,287.8854248,278.994928,0.433376437,282.9046997,101843.1727,280.5069041,0.004919651,-0.411500357,0.944152201,1336.000287,-0.025248663,388
2007,7,0.867397362,0.755071521,289.1974714,279.1714369,0.380146468,283.592293,102169.435,281.3219742,0.004410151,-1.216396366,-0.697540456,1614.404281,-1.269349899,388
2007,8,-0.177550251,0.599702861,294.1904592,282.3045152,0.338471458,288.0095806,102160.4751,284.3611549,0.004367238,-2.490998202,-1.647401945,1609.083634,-0.927951088,388
2007,9,-0.117591902,0.724655453,297.8962219,284.2851278,0.152863702,291.0051992,101694.669,286.9506063,0.003439355,-2.798222452,-2.174309378,1194.676379,-1.41350528,388
2008,1,-2.344563354,-0.08911289,304.5983089,294.4412822,0.40571382,299.8636868,100959.3402,296.0903084,0.009724805,-4.037786487,-2.436268418,632.9872078,1.387037017,388
2008,10,-0.604784347,-0.586855496,301.8848936,289.0793053,0.258760083,295.5139958,101818.3291,290.6847505,0.005300533,-3.122998273,-3.862569832,1318.492501,-0.205395612,388
2008,11,0.374576673,-0.13203919,301.8327922,290.5389852,0.50008027,296.3087687,100998.9815,292.3915029,0.006478445,-2.116085919,-2.83924821,639.8150714,1.232828486,388
2008,12,0.462500343,0.269825187,306.3984916,293.1625347,0.409859545,300.0152214,100788.006,295.996713,0.006296865,-2.263966744,-2.470846039,458.3176757,0.350948386,388
2008,2,-1.041949739,1.123019325,302.1274298,291.560408,0.411157836,296.9361783,101044.6296,293.3339191,0.008531188,-2.844513769,-1.25541073,689.3734341,0.400764522,388
2008,3,-1.490326951,0.305023049,302.6272238,290.4888847,0.149284096,296.5484855,101717.1658,292.2364738,0.0066204,-3.601121423,-2.596493134,1255.487037,-0.539384821,388
2008,4,-1.289008791,1.675023639,297.1760752,285.4513265,0.213188131,291.1584635,101843.5161,287.1707163,0.005009603,-3.537452244,-0.186071177,1342.524755,-0.706489526,388
2008,5,-0.234625357,0.939129952,294.7683046,282.6643381,0.238394994,288.1330261,102064.4728,284.9143746,0.005014317,-2.355760632,-0.680949894,1555.925669,-0.925611785,388
2008,6,-0.651441991,1.054432546,291.2198344,282.3219248,0.426930592,286.2542674,102327.7451,283.695226,0.006188956,-2.972974476,-0.751356535,1761.672542,0.373261896,388
